,Title,abstractText,meshMajor,pmid,meshid,meshroot,A,B,C,D,E,F,G,H,I,J,L,M,N,Z
27440,LORETA imaging of P300 in schizophrenia with individual MRI and 128-channel EEG.,"We investigated the characteristics of P300 generators in schizophrenics by using voxel-based statistical parametric mapping of current density images. P300 generators, produced by a rare target tone of 1500 Hz (15%) under a frequent nontarget tone of 1000 Hz (85%), were measured in 20 right-handed schizophrenics and 21 controls. Low-resolution electromagnetic tomography (LORETA), using a realistic head model of the boundary element method based on individual MRI, was applied to the 128-channel EEG. Three-dimensional current density images were reconstructed from the LORETA intensity maps that covered the whole cortical gray matter. Spatial normalization and intensity normalization of the smoothed current density images were used to reduce anatomical variance and subject-specific global activity and statistical parametric mapping (SPM) was applied for the statistical analysis. We found that the sources of P300 were consistently localized at the left superior parietal area in normal subjects, while those of schizophrenics were diversely distributed. Upon statistical comparison, schizophrenics, with globally reduced current densities, showed a significant P300 current density reduction in the left medial temporal area and in the left inferior parietal area, while both left prefrontal and right orbitofrontal areas were relatively activated. The left parietotemporal area was found to correlate negatively with Positive and Negative Syndrome Scale total scores of schizophrenic patients. In conclusion, the reduced and increased areas of current density in schizophrenic patients suggest that the medial temporal and frontal areas contribute to the pathophysiology of schizophrenia, the frontotemporal circuitry abnormality.","['Adolescent', 'Adult', 'Brain', 'Brain Mapping', 'Cerebral Cortex', 'Data Interpretation, Statistical', 'Electroencephalography', 'Event-Related Potentials, P300', 'Female', 'Humans', 'Image Processing, Computer-Assisted', 'Magnetic Resonance Imaging', 'Magnetoencephalography', 'Male', 'Schizophrenia']",14642467,"[['M01.060.057'], ['M01.060.116'], ['A08.186.211'], ['E01.370.350.578.875.500', 'E01.370.376.537.625.500', 'E05.629.875.500'], ['A08.186.211.200.885.287.500'], ['E05.245.380', 'E05.318.740.300', 'L01.313.500.750.190.380', 'N05.715.360.750.300', 'N06.850.520.830.300'], ['E01.370.376.300', 'E01.370.405.245'], ['G07.265.216.500.350', 'G11.561.200.500.350'], ['B01.050.150.900.649.313.988.400.112.400.400'], ['L01.224.308'], ['E01.370.350.825.500'], ['E01.370.376.500', 'E01.370.405.440', 'E05.540.500'], ['F03.700.750']]","['Named Groups [M]', 'Anatomy [A]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]', 'Information Science [L]', 'Health Care [N]', 'Phenomena and Processes [G]', 'Organisms [B]', 'Psychiatry and Psychology [F]']",1,1,0,0,1,1,1,0,0,0,1,1,1,0
41367,Cryptic species of Archinome (Annelida: Amphinomida) from vents and seeps.,"Since its description from the Galapagos Rift in the mid-1980s, Archinome rosacea has been recorded at hydrothermal vents in the Pacific, Atlantic and Indian Oceans. Only recently was a second species described from the Pacific Antarctic Ridge. We inferred the identities and evolutionary relationships of Archinome representatives sampled from across the hydrothermal vent range of the genus, which is now extended to cold methane seeps. Species delimitation using mitochondrial cytochrome c oxidase subunit I (COI) recovered up to six lineages, whereas concatenated datasets (COI, 16S, 28S and ITS1) supported only four or five of these as clades. Morphological approaches alone were inconclusive to verify the identities of species owing to the lack of discrete diagnostic characters. We recognize five Archinome species, with three that are new to science. The new species, designated based on molecular evidence alone, include: Archinome levinae n. sp., which occurs at both vents and seeps in the east Pacific, Archinome tethyana n. sp., which inhabits Atlantic vents and Archinome jasoni n. sp., also present in the Atlantic, and whose distribution extends to the Indian and southwest Pacific Oceans. Biogeographic connections between vents and seeps are highlighted, as are potential evolutionary links among populations from vent fields located in the east Pacific and Atlantic Oceans, and Atlantic and Indian Oceans; the latter presented for the first time.","['Animals', 'DNA, Intergenic', 'DNA, Mitochondrial', 'Ecosystem', 'Electron Transport Complex IV', 'Hydrothermal Vents', 'Molecular Sequence Data', 'Phylogeny', 'Polychaeta', 'RNA, Ribosomal', 'Sequence Analysis, DNA']",24026823,"[['B01.050'], ['D13.444.308.324', 'G05.360.340.024.220'], ['D13.444.308.283.225'], ['G16.500.275.157', 'N06.230.124'], ['D05.500.562.374', 'D08.811.600.250.687', 'D08.811.682.285', 'D12.776.157.530.450.250.875.304', 'D12.776.543.277.687', 'D12.776.543.585.450.250.875.484'], ['G01.311.355.750.500.400', 'G16.500.275.260.750'], ['L01.453.245.667'], ['G05.697', 'G16.075.605', 'L01.100.697'], ['B01.050.500.091.700'], ['D13.444.735.686'], ['E05.393.760.700']]","['Organisms [B]', 'Chemicals and Drugs [D]', 'Phenomena and Processes [G]', 'Health Care [N]', 'Information Science [L]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]']",0,1,0,1,1,0,1,0,0,0,1,0,1,0
10275,Regional climate shifts caused by gradual global cooling in the Pliocene epoch.,"The Earth's climate has undergone a global transition over the past four million years, from warm conditions with global surface temperatures about 3 degrees C warmer than today, smaller ice sheets and higher sea levels to the current cooler conditions. Tectonic changes and their influence on ocean heat transport have been suggested as forcing factors for that transition, including the onset of significant Northern Hemisphere glaciation approximately 2.75 million years ago, but the ultimate causes for the climatic changes are still under debate. Here we compare climate records from high latitudes, subtropical regions and the tropics, indicating that the onset of large glacial/interglacial cycles did not coincide with a specific climate reorganization event at lower latitudes. The regional differences in the timing of cooling imply that global cooling was a gradual process, rather than the response to a single threshold or episodic event as previously suggested. We also find that high-latitude climate sensitivity to variations in solar heating increased gradually, culminating after cool tropical and subtropical upwelling conditions were established two million years ago. Our results suggest that mean low-latitude climate conditions can significantly influence global climate feedbacks.","['Animals', 'Calcium Carbonate', 'Climate', 'Cold Temperature', 'Geologic Sediments', 'Hot Temperature', 'Ice', 'Oxygen Isotopes', 'Pacific Ocean', 'Seawater', 'Time Factors', 'Tropical Climate']",15152244,"[['B01.050'], ['D01.146.275', 'D01.200.275.150.150', 'D01.578.200'], ['G16.500.275.071', 'N06.230.300.100.250'], ['G01.906.595.272', 'G16.500.275.063.725.710.300', 'G16.500.750.775.710.300', 'N06.230.300.100.725.154', 'N06.230.300.100.725.710.300'], ['G01.311.330', 'G16.500.320'], ['G01.906.595.543', 'G16.500.275.063.725.710.380', 'G16.500.750.775.710.380', 'N06.230.300.100.725.232', 'N06.230.300.100.725.710.380'], ['D01.045.250.875.400', 'D01.248.497.158.459.650.400', 'D01.650.550.925.400', 'G16.500.275.410', 'G16.500.750.775.342', 'N06.230.291'], ['D01.268.185.550.500', 'D01.362.670.300', 'D01.496.625'], ['Z01.756.700'], ['G16.500.275.725.500'], ['G01.910.857'], ['G16.500.275.071.600', 'N06.230.300.100.250.600']]","['Organisms [B]', 'Chemicals and Drugs [D]', 'Phenomena and Processes [G]', 'Health Care [N]', 'Geographicals [Z]']",0,1,0,1,0,0,1,0,0,0,0,0,1,1
43133,Choice of base at silent codon site 3 is not selectively neutral in eucaryotic structural genes: it maintains excess short runs of weak and strong hydrogen bonding bases.,"On the average in the coding sequences of 30 eucaryotic structural genes the weak hydrogen bonding, W, (A or T) or strong hydrogen bonding, S, (C or G) base in codon site 3 was chosen to be unlike its neighbors on both sides up to two sites away. This preference produced the nonrandom excess of runs W and S of length one and two and the deficit of long runs observed earlier (Blaisdell 1982). The neighbors in the different codon, 3' to codon site 3, were as important in determining the choice as were the neighbors 5' in the same codon. Every amino acid except methionine and tryptophan, of least frequent occurrence, permits choice of W or S. The persistence of this preference could explain the observation that the rate of substitution of codon site 3 in functional genes is considerably less than in synonymous pseudo genes.","['Amino Acids', 'Analysis of Variance', 'Animals', 'Base Sequence', 'Codon', 'Genes', 'Humans', 'Hydrogen Bonding', 'Nucleic Acid Conformation', 'Proteins', 'RNA, Messenger', 'Species Specificity']",6887265,"[['D12.125'], ['E05.318.740.150', 'N05.715.360.750.125', 'N06.850.520.830.150'], ['B01.050'], ['G02.111.570.080', 'G05.360.080', 'L01.453.245.667.080'], ['D13.444.735.544.355', 'G05.360.335.355', 'G05.360.340.024.340.137.190'], ['G05.360.340.024.340'], ['B01.050.150.900.649.313.988.400.112.400.400'], ['G02.282'], ['G02.111.570.820.486', 'G05.360.580'], ['D12.776'], ['D13.444.735.544'], ['G16.824']]","['Chemicals and Drugs [D]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]', 'Health Care [N]', 'Organisms [B]', 'Phenomena and Processes [G]', 'Information Science [L]']",0,1,0,1,1,0,1,0,0,0,1,0,1,0
4479,Stable-isotope selected-ion monitoring quantification of methylmalonic acid in dried filter-paper urine samples.,Urea and creatinine were measured by Kodak Ektachem methods and methylmalonic acid by stable-isotope gas chromatography-mass spectrometry in 24 urine samples from patients with methylmalonic acidaemia. For each sample analyses were performed both directly on the liquid urine and on an aliquot which had been blotted onto filter paper and dried. There was good correlation between the methylmalonate/creatinine ratios in liquid and dried urine (r2 = 0.983). Urine dried on filter paper can be used advantageously for monitoring treatment in patients with this disorder.,"['Deuterium', 'Gas Chromatography-Mass Spectrometry', 'Humans', 'Metabolism, Inborn Errors', 'Methylmalonic Acid', 'Paper']",8892020,"[['D01.268.406.500', 'D01.362.340.500', 'D01.496.289'], ['E05.196.181.349.500', 'E05.196.566.500'], ['B01.050.150.900.649.313.988.400.112.400.400'], ['C16.320.565', 'C18.452.648'], ['D02.241.081.337.540.500'], ['J01.637.650']]","['Chemicals and Drugs [D]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]', 'Organisms [B]', 'Diseases [C]', 'Technology, Industry, and Agriculture [J]']",0,1,1,1,1,0,0,0,0,1,0,0,0,0
24239,Testing putative causal associations of risk factors for early intercourse in the study of twin adults: genes and environment (STAGE).,"Adverse childhood experiences and substance use have been identified as potential causal risk factors for early-onset sexual intercourse. While it is possible that exposure to these risk factors directly increases the likelihood of engaging in early intercourse, an alternative explanation is that observed associations between these variables are due to shared familial confounds. These unmeasured confounds may increase the likelihood of being exposed to these risk factors and of engaging in early intercourse. Participants drawn from a population-based study of Swedish adult twins (ages 19-47 years; N = 12,126) reported on their history of exposure to early physical and sexual trauma, cigarette use, and cannabis use. We investigated the nature of the association between these risk factors and young age at first intercourse, using a comparison of twins differentially exposed to each risk factor. When compared to non-exposed, unrelated individuals, participants who reported adverse childhood experiences or who engaged in early cigarette use or cannabis use were more likely to engage in early intercourse. However, co-twin comparisons indicated that observed associations between these risk factors and early intercourse may be due to familial factors shared within twin pairs, and risk factor exposure may not lead directly to early intercourse. Our results suggest that preventing trauma exposure or preventing or delaying adolescents' cigarette smoking or cannabis use may not effectively delay intercourse onset; instead, other aspects of the adolescent's environment should be addressed.","['Adult', 'Coitus', 'Crime Victims', 'Female', 'Humans', 'Marijuana Abuse', 'Middle Aged', 'Risk Factors', 'Sexual Dysfunctions, Psychological', 'Smoking', 'Socioeconomic Factors', 'Substance-Related Disorders', 'Sweden', 'Young Adult']",22441771,"[['M01.060.116'], ['F01.145.802.188', 'G08.686.784.041'], ['M01.135'], ['B01.050.150.900.649.313.988.400.112.400.400'], ['C25.775.635', 'F03.900.635'], ['M01.060.116.630'], ['E05.318.740.600.800.725', 'N05.715.350.200.700', 'N05.715.360.750.625.700.700', 'N06.850.490.625.750', 'N06.850.520.830.600.800.725'], ['F03.835'], ['F01.145.805'], ['I01.880.853.996', 'N01.824'], ['C25.775', 'F03.900'], ['Z01.542.816.500'], ['M01.060.116.815']]","['Named Groups [M]', 'Psychiatry and Psychology [F]', 'Phenomena and Processes [G]', 'Organisms [B]', 'Diseases [C]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]', 'Health Care [N]', 'Anthropology, Education, Sociology, and Social Phenomena [I]', 'Geographicals [Z]']",0,1,1,0,1,1,1,0,1,0,0,1,1,1
6181,The inverse relationship between number of steps per day and obesity in a population-based sample: the AusDiab study.,"BACKGROUND: Physical activity (PA) is inversely associated with obesity but the effect has been difficult to quantify using questionnaires. In particular, the shape of the association has not yet been well described. Pedometers provide an opportunity to better characterize the association.METHODS: Residents of households over the age of 25 years in randomly selected census districts in Tasmania were eligible to participate in the AusDiab cross-sectional survey conducted in 1999-2000. 1848 completed the AusDiab survey and 1126 of these (609 women and 517 men) wore a pedometer for 2-weekdays. Questionnaire data on recent PA, TV time and other factors were obtained. The outcomes were waist circumference (in cm) and body mass index (BMI) (kg/m(2)).RESULTS: Increasing daily steps were associated with a decline in the obesity measures. The logarithmic nature of the associations was indicated by a sharper decline for those with lower daily steps. For example, an additional 2000 steps for those taking only 2000 steps per day was associated with a reduction of 2.8 (95% confidence interval (CI): 2.1,4.4) cm in waist circumference among men (for women; 2.2 (95% CI: 0.6, 3.9 cm)) with a baseline of only 2000, steps compared to a 0.7 (95% CI 0.3, 1.1) cm reduction (for women; 0.6 (95% CI: 0.2, 1.0)) for those already walking 10,000 steps daily. In the multivariable analysis, clearer associations were detected for PA and these obesity measures using daily step number rather than PA time by questionnaire.INTERPRETATION: Pedometer measures of activity indicate that the inverse association between recent PA and obesity is logarithmic in form with the greatest impact for a given arithmetic step number increase seen at lower levels of baseline activity. The findings from this study need to be examined in prospective settings.","['Adult', 'Australia', 'Body Mass Index', 'Cross-Sectional Studies', 'Female', 'Humans', 'Linear Models', 'Male', 'Middle Aged', 'Obesity', 'Walking']",17047641,"[['M01.060.116'], ['Z01.639.100', 'Z01.678.100.373'], ['E01.370.600.115.100.125', 'E05.041.124.125', 'G07.100.100.125', 'N06.850.505.200.100.175'], ['E05.318.372.500.875', 'N05.715.360.330.500.875', 'N06.850.520.450.500.875'], ['B01.050.150.900.649.313.988.400.112.400.400'], ['E05.318.740.500.500', 'E05.318.740.750.425', 'E05.599.835.750', 'N05.715.360.750.530.460', 'N05.715.360.750.695.460', 'N06.850.520.830.500.500', 'N06.850.520.830.750.425'], ['M01.060.116.630'], ['C18.654.726.500', 'C23.888.144.699.500', 'E01.370.600.115.100.160.120.699.500', 'G07.100.100.160.120.699.500'], ['G11.427.410.568.900', 'G11.427.410.698.277.937', 'I03.350.937', 'I03.450.642.845.940']]","['Named Groups [M]', 'Geographicals [Z]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]', 'Phenomena and Processes [G]', 'Health Care [N]', 'Organisms [B]', 'Diseases [C]', 'Anthropology, Education, Sociology, and Social Phenomena [I]']",0,1,1,0,1,0,1,0,1,0,0,1,1,1
47792,A rare native mitral valve endocarditis successfully treated after surgical correction.,"Mycobacterium abscessus and Kocuria species are rare causes of infections in humans. Endocarditis by these agents has been reported in only 11 cases. M. abscessus is a particularly resistant organism and treatment requires the association of antibiotics for a prolonged period of time. We report a case of native mitral valve bacterial endocarditis due to M. abscessus and Kocuria species in a 48-year-old man with a history of intravenous drug use. The case was complicated by a perforation of the posterior mitral valve leaflet, leading to surgical mitral valve replacement. Cultures from the blood and mitral valve disclosed M. abscessus and Kocuria species. The patient was treated for 6 months with clarithromycin, imipenem and amikacin, with resolution of symptoms. Repeated blood cultures were negative. Acid-fast staining should be done in subacute endocarditis in order to identify rapidly growing mycobacteria.","['Actinomycetales Infections', 'Endocarditis, Bacterial', 'Humans', 'Male', 'Micrococcaceae', 'Middle Aged', 'Mitral Valve Annuloplasty', 'Mitral Valve Insufficiency', 'Mycobacterium Infections, Nontuberculous', 'Rare Diseases', 'Substance Abuse, Intravenous']",25270154,"[['C01.150.252.410.040'], ['C01.150.252.245', 'C01.190.249', 'C14.260.249', 'C14.280.282.407'], ['B01.050.150.900.649.313.988.400.112.400.400'], ['B03.510.024.850', 'B03.510.400.500'], ['M01.060.116.630'], ['E04.100.376.062.500', 'E04.928.220.109.500'], ['C14.280.484.461'], ['C01.150.252.410.040.552.475'], ['C23.550.291.906'], ['C25.775.793', 'F03.900.793']]","['Diseases [C]', 'Organisms [B]', 'Named Groups [M]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]', 'Psychiatry and Psychology [F]']",0,1,1,0,1,1,0,0,0,0,0,1,0,0
21483,In vitro and in vivo assessment of humic acid as an aflatoxin binder in broiler chickens.,"The in vitro affinity and adsorption capacity of a humic acid, oxihumate, for aflatoxin B1 (AFB1) was evaluated, utilizing Langmuir and Freundlich adsorption isotherms. Oxihumate showed a high in vitro affinity for AFB1. The Freundlich isotherm fitted the data better than the Langmuir isotherm, and binding capacities of 10.3, 7.4, and 11.9 mg of AFB1/g of oxihumate at pH 3, 5, and 7, respectively, were calculated. The in vivo efficacy of oxihumate as an aflatoxin binder in male broiler chickens exposed to aflatoxin-contaminated feed from 7 to 42 d of age was also assessed. The efficacy of oxihumate was compared with a commercially available product with a brewers dried yeast (BDY) and brewers fermentation solubles as main active ingredients. A total of 420 birds were assigned to 28 pens, with 15 birds per pen. The following treatments were applied: 1) 0 mg of AFB1 + 0 additives, 2) 1 mg of AFB1/kg of feed + 0 additives, 3) 1 mg of AFB1/kg of feed + 3.5 g of oxihumate/kg of feed, 4) 1 mg of AFB1/kg of feed + 3.5 g of BDY/kg of feed, 5) 2 mg of AFB1/kg of feed + 0 additives, 6) 2 mg of AFB1/kg of feed + 3.5 g of oxihumate/kg of feed, and 7) 2 mg of AFB1/kg of feed + 3.5 g of BDY/kg of feed. Each treatment consisted of 4 replicates. Oxihumate was effective in diminishing the adverse effects caused by aflatoxin on BW of broilers (P < 0.05). Oxihumate also showed protective effects against liver damage, stomach and heart enlargement, as well as some of the hematological and serum biochemical changes associated with aflatoxin toxicity (P < 0.05). Results indicated that oxihumate, but not BDY, could alleviate some of the toxic effects of aflatoxin in growing broilers. Oxihumate might, therefore, prove to be beneficial in the management of aflatoxin-contaminated feedstuffs for poultry when used in combination with other mycotoxin management practices. Additional studies are warranted to assess its efficacy under a wide variety of circumstances.","['Adsorption', 'Aflatoxin B1', 'Animal Feed', 'Animals', 'Chickens', 'Dose-Response Relationship, Drug', 'Humic Substances', 'Liver', 'Male', 'Mycotoxicosis', 'Poultry Diseases', 'Weight Gain']",16977843,"[['G01.030', 'G02.020'], ['D03.383.663.283.119.075', 'D03.633.100.150.119.075', 'D23.946.587.142.075'], ['G07.203.300.300.100', 'J02.500.300.100'], ['B01.050'], ['B01.050.150.900.248.350.150', 'B01.050.150.900.248.690.192'], ['G07.690.773.875', 'G07.690.936.500'], ['D02.241.444', 'D02.455.426.559.389.657.377', 'D20.721.500'], ['A03.620'], ['C25.723.680'], ['C22.131.728'], ['C23.888.144.243.926', 'G07.345.249.314.120.200.926']]","['Phenomena and Processes [G]', 'Chemicals and Drugs [D]', 'Technology, Industry, and Agriculture [J]', 'Organisms [B]', 'Anatomy [A]', 'Diseases [C]']",1,1,1,1,0,0,1,0,0,1,0,0,0,0
38705,Vitreous photography with a wide-angle funduscopic lens.,"A wide-angle funduscopic lens was used to take slit-lamp photographs of the posterior vitreous. The lens was then evaluated for its optics, magnification, field of view, and photographic usefulness and compared with the photographs taken using double aspheric preset lenses. The advantages of the wide-angle funduscopic lens were its wider field of view and ability to photograph the vitreous in the presence of a small pupil and cataract. The drawbacks were the darker image, low magnification, and artifactitious light reflection from the lens. The slit-lamp photographs using the wide-angle funduscopic lens were very useful in some complicated cases.","['Eye Diseases', 'Female', 'Humans', 'Male', 'Middle Aged', 'Ophthalmology', 'Optics and Photonics', 'Photography', 'Vitreous Body']",8337496,"[['C11'], ['B01.050.150.900.649.313.988.400.112.400.400'], ['M01.060.116.630'], ['H02.403.810.468'], ['H01.671.617', 'J01.293.688'], ['E01.370.350.600', 'E05.712'], ['A09.371.714.500']]","['Diseases [C]', 'Organisms [B]', 'Named Groups [M]', 'Disciplines and Occupations [H]', 'Technology, Industry, and Agriculture [J]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]', 'Anatomy [A]']",1,1,1,0,1,0,0,1,0,1,0,1,0,0
44101,Inhibitors of protein synthesis inhibit both La Crosse virus S-mRNA and S genome syntheses in vivo.,"The effect of drugs such as puromycin and cycloheximide, which inhibit protein synthesis, on the accumulation of La Crosse virus S genome RNAs in vivo has been examined. We have found that if these drugs are added to the cultures before infection, minuscule amounts of S-mRNA can be detected late in infection. Genome replication, on the other hand, cannot be detected at any time. When these drugs are added later in infection when RNA synthesis is well established, S-mRNA accumulation decreases in a dose-dependent manner proportional to the effect of these drugs on protein synthesis. This decrease cannot be accounted for by increased turnover of the mRNA in the presence of the drug. S genome replication, curiously, was found to be hypersensitive to the effects of these drugs. Our results confirm those of Abraham and Pattnaik (1983) that ongoing protein synthesis is required for the accumulation of complete bunyavirus S-mRNA.","['Anisomycin', 'Bunyaviridae', 'Cycloheximide', 'Encephalitis Virus, California', 'Genes, Viral', 'Pactamycin', 'Protein Biosynthesis', 'Puromycin', 'RNA, Messenger', 'RNA, Viral', 'Trichodermin']",3751285,"[['D03.383.773.050'], ['B04.820.480.750'], ['D03.383.621.808.240'], ['B04.820.230.100', 'B04.820.480.750.640.300'], ['G05.360.340.024.340.364.875', 'G05.360.340.358.024.875', 'G05.360.340.358.840.500'], ['D02.241.223.100.300.450', 'D02.241.511.390.450', 'D02.455.426.559.389.127.281.450', 'D02.455.426.559.389.657.410.450'], ['G02.111.660.871', 'G03.734.871', 'G05.297.670'], ['D02.241.223.200.380', 'D03.633.100.759.590.138.711', 'D09.408.051.788', 'D13.570.583.138.711'], ['D13.444.735.544'], ['D13.444.735.828'], ['D02.455.849.765.850.950.750', 'D04.345.891.900', 'D23.946.587.933.900']]","['Chemicals and Drugs [D]', 'Organisms [B]', 'Phenomena and Processes [G]']",0,1,0,1,0,0,1,0,0,0,0,0,0,0
24462,Acquired von Willebrand's syndrome and Ehlers-Danlos syndrome presenting with gastro-intestinal bleeding.,"The clinical and laboratory findings in a patient with severe gastro-intestinal bleeding and the Ehlers-Danlos syndrome are described. Coagulation studies and a lack of history of previous haemorrhage were consistent with a diagnosis of acquired von Willebrand's syndrome. His response to treatment with blood transfusion, Factor VIII, cimetidine, tranexamic acid and cyclophosphamide is described. Family studies revealed other members with Ehlers-Danlos syndrome but normal coagulation.","['Aged', 'Blood Coagulation Tests', 'Ehlers-Danlos Syndrome', 'Female', 'Gastrointestinal Hemorrhage', 'Humans', 'Male', 'Pedigree', 'von Willebrand Diseases']",314153,[],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0
43170,Regulation of editing and expression of glutamate alpha-amino-propionic-acid (AMPA)/kainate receptors by antidepressant drugs.,"BACKGROUND: Several reports have shown that the glutamatergic system is involved in both the pathogenesis of affective and stress-related disorders and in the action of antidepressant drugs. In particular, antidepressant treatment was shown to modulate expression and function of ionotropic glutamate receptors, to inhibit glutamate release and to restore synaptic plasticity impaired by stress.METHODS: We analyzed the mRNA expression and RNA editing of alpha-amino-propionic-acid (AMPA) and kainate (KA) receptor subunits, in the pre-frontal/frontal cortex (P/FC) and hippocampus (HI) of rats chronically treated with three different drugs: the selective serotonin (5-HT) reuptake inhibitor fluoxetine, the selective noradrenaline (NA) reuptake inhibitor reboxetine and the tricyclic antidepressant desipramine.RESULTS: Our data showed that fluoxetine and desipramine exerted moderate but selective effects on glutamate receptor expression and editing, while reboxetine appeared to be the drug that affects glutamate receptors (GluR) most. The most consistent effect, observed with pronoradrenergic drugs (desipramine and reboxetine), was a decrease of GluR3 expression both in P/FC and HI. Interestingly, in HI, the same drugs also decreased the editing levels of either the flip (desipramine) or flop (reboxetine) form of GluR3.CONCLUSIONS: Overall, these results point to specific and regionally discrete changes in the expression and editing level of glutamate receptors and, in particular, to a selective reduction of conductance for GluR3-containing receptors following treatment with antidepressant drugs. These data support the hypothesis that changes in glutamate neurotransmission are involved in the therapeutic effects induced by these drugs.","['Animals', 'Antidepressive Agents', 'Brain', 'Gene Expression', 'Male', 'RNA Editing', 'RNA, Messenger', 'Rats', 'Rats, Sprague-Dawley', 'Receptors, AMPA', 'Receptors, Kainic Acid', 'Reverse Transcriptase Polymerase Chain Reaction']",16460696,"[['B01.050'], ['D27.505.954.427.700.122'], ['A08.186.211'], ['G05.297'], ['G02.111.760.250', 'G03.839.250', 'G05.308.700.250'], ['D13.444.735.544'], ['B01.050.150.900.649.313.992.635.505.700'], ['B01.050.150.900.649.313.992.635.505.700.750'], ['D12.776.157.530.400.400.500.100', 'D12.776.543.550.450.500.200.100', 'D12.776.543.585.400.500.200.100', 'D12.776.543.750.720.200.450.400.100'], ['D12.776.157.530.400.400.500.200', 'D12.776.543.550.450.500.200.200', 'D12.776.543.585.400.500.200.200', 'D12.776.543.750.720.200.450.400.200'], ['E05.393.620.500.725']]","['Organisms [B]', 'Chemicals and Drugs [D]', 'Anatomy [A]', 'Phenomena and Processes [G]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]']",1,1,0,1,1,0,1,0,0,0,0,0,0,0
48393,Top-down inputs enhance orientation selectivity in neurons of the primary visual cortex during perceptual learning.,"Perceptual learning has been used to probe the mechanisms of cortical plasticity in the adult brain. Feedback projections are ubiquitous in the cortex, but little is known about their role in cortical plasticity. Here we explore the hypothesis that learning visual orientation discrimination involves learning-dependent plasticity of top-down feedback inputs from higher cortical areas, serving a different function from plasticity due to changes in recurrent connections within a cortical area. In a Hodgkin-Huxley-based spiking neural network model of visual cortex, we show that modulation of feedback inputs to V1 from higher cortical areas results in shunting inhibition in V1 neurons, which changes the response properties of V1 neurons. The orientation selectivity of V1 neurons is enhanced without changing orientation preference, preserving the topographic organizations in V1. These results provide new insights to the mechanisms of plasticity in the adult brain, reconciling apparently inconsistent experiments and providing a new hypothesis for a functional role of the feedback connections.","['Action Potentials', 'Animals', 'Computational Biology', 'Feedback, Sensory', 'Haplorhini', 'Learning', 'Models, Neurological', 'Neurons', 'Visual Cortex']",25121603,"[['G04.580.100', 'G07.265.675.100', 'G11.561.570.100'], ['B01.050'], ['H01.158.273.180', 'L01.313.124'], ['F04.754.137.301.500', 'F04.754.308.500.500', 'F04.754.339', 'G07.410.732.500'], ['B01.050.150.900.649.313.988.400'], ['F02.463.425', 'F02.784.629.529'], ['E05.599.395.642'], ['A08.675', 'A11.671'], ['A08.186.211.200.885.287.500.571.735', 'A08.186.211.200.885.287.500.814.953']]","['Phenomena and Processes [G]', 'Organisms [B]', 'Disciplines and Occupations [H]', 'Information Science [L]', 'Psychiatry and Psychology [F]', 'Analytical, Diagnostic and Therapeutic Techniques, and Equipment [E]', 'Anatomy [A]']",1,1,0,0,1,1,1,1,0,0,1,0,0,0
